Hora_Recebimento,Tempo_ms,Pacote_ID,Acc_X,Acc_Y,Acc_Z,Velocidade
10:33:07.932,100,5,-0.509507517784195,1.266624010299033,25.687973053764,2.5724227761101988
10:33:08.163,200,10,-0.6129102545219457,0.8774837170101524,17.164514621639352,1.7197854483922907
10:33:08.371,300,15,-0.8638865040248946,1.2894605897587246,22.66622065190285,2.2719299442217067
10:33:08.580,400,20,1.2500635734631298,-0.41578031803502236,17.689522060517035,1.7738509603122907
10:33:08.788,500,25,-0.8095064716216493,-1.1128123868721689,22.487839104185465,2.252990367737302
10:33:09.003,600,30,-0.18156207530052781,-1.444294551328639,29.30179837336061,2.9337933455703107
10:33:09.217,700,35,-0.48055892623911656,-0.8897896605841311,15.090225607597148,1.5124072580156815
10:33:09.426,800,40,-1.0785993134587053,0.49295692991686035,33.622046674864265,3.364295476946842
10:33:09.634,900,45,-0.02214161939736803,-1.115226477659107,29.835261921352057,2.9856106147042376
10:33:09.842,1000,50,-0.8969324809265232,-0.27724631049603343,19.663836619816525,1.9686234378439726
10:33:10.052,1100,55,-0.7468857378153434,0.3914186901677734,19.382048096036783,1.9400382349156104
10:33:10.264,1200,60,0.6945211471058905,1.3737932127233963,28.45371142444945,2.849532174306771
10:33:10.472,1300,65,1.4057403376527517,-0.8064311743380268,31.899567529197657,3.194070828403293
10:33:10.683,1400,70,-0.7158284619347408,-0.20666610306944877,34.207794085582094,3.421590708233028
10:33:10.900,1500,75,0.1288162851459882,-1.0238792705173068,29.024370692892248,2.904271021296629
10:33:11.110,1600,80,0.7322110987936199,-0.830462074235786,21.001856190670697,2.103101908618681
10:33:11.318,1700,85,0.8964973229392843,-1.4224788250505027,17.5513191704302,1.7631674851813288
10:33:11.539,1800,90,0.4570551980454727,-1.420239107758144,15.981831901351578,1.6051321736864073
10:33:11.751,1900,95,-0.016966614007722924,-1.1783104188363052,18.28826847044802,1.8326196194418314
10:33:11.964,2000,100,-0.3058909273711161,1.459498518023056,23.369886428139097,2.3417414392876075
10:33:12.175,2100,105,-1.3364295150944632,0.6475013175680906,20.938734649837034,2.0991329413387665
10:33:12.387,2200,110,0.5287836075760715,-1.3618683768462714,30.613936174062964,3.0648774619046293
10:33:12.598,2300,115,0.6969007797591109,-0.3554525857464308,29.547294259591073,2.9557649015109546
10:33:12.810,2400,120,-0.9308987220384695,-0.3869382630855265,26.412346085731087,2.6431578072498185
10:33:13.019,2500,125,0.5844286083349655,-1.3888939531604496,28.66234792827663,2.8701929760435094
10:33:13.229,2600,130,0.5943232948986639,0.5062246711147242,25.758256946070972,2.577008506963681
10:33:13.438,2700,135,0.6001785711907699,1.1198214348032227,21.581717310185212,2.161908269145362
10:33:13.663,2800,140,0.16619759220059738,0.12183244111527758,23.302008905524804,2.330292007059456
10:33:13.871,2900,145,0.7279480811225443,0.03680754981754086,21.75493507101571,2.1767141823138902
