Hora_Recebimento,Tempo_ms,Pacote_ID,Alt_BMP,Alt_GPS,Alt_Max
10:33:07.932,100,5,8.344649771174772e-05,0.006981715012005729,8.344649771174772e-05
10:33:08.163,200,10,15.977901491344765,15.834385180722085,15.977901491344765
10:33:08.371,300,15,30.051926839792525,31.499390460128804,30.051926839792525
10:33:08.580,400,20,43.91483993362477,45.03515345040578,43.91483993362477
10:33:08.788,500,25,57.35752655393223,55.377007759645046,57.35752655393223
10:33:09.003,600,30,70.97387052262924,69.6914810744097,70.97387052262924
10:33:09.217,700,35,84.15860184189658,83.84076740669616,84.15860184189658
10:33:09.426,800,40,96.77288263617173,96.7516943594407,96.77288263617173
10:33:09.634,900,45,109.03407008413524,109.12080371483012,109.03407008413524
10:33:09.842,1000,50,120.96862087036789,121.33878038810826,120.96862087036789
10:33:10.052,1100,55,132.6830734266546,132.76151000234472,132.6830734266546
10:33:10.264,1200,60,144.22090802346546,143.35621472828052,144.22090802346546
10:33:10.472,1300,65,155.24753448507548,154.39269896937301,155.24753448507548
10:33:10.683,1400,70,166.077189855419,165.14463884476913,166.077189855419
10:33:10.900,1500,75,176.92373014557532,176.65837067547827,176.92373014557532
10:33:11.110,1600,80,187.11407631134514,188.4495084812325,187.11407631134514
10:33:11.318,1700,85,196.89406659966343,196.11550110213705,196.89406659966343
10:33:11.539,1800,90,206.9813115017755,208.07705036174048,206.9813115017755
10:33:11.751,1900,95,216.30812412168154,214.96144996473708,216.30812412168154
10:33:11.964,2000,100,225.34994045411452,225.3427906883465,225.34994045411452
10:33:12.175,2100,105,233.99655299246368,235.20953431723842,233.99655299246368
10:33:12.387,2200,110,242.38789890870115,244.00913402753002,242.38789890870115
10:33:12.598,2300,115,250.41522341492418,250.83992221310348,250.41522341492418
10:33:12.810,2400,120,258.182488562288,258.128119267782,258.182488562288
10:33:13.019,2500,125,265.50981318235836,267.1407395853935,265.50981318235836
10:33:13.229,2600,130,272.58098378708337,274.3746777609775,272.58098378708337
10:33:13.438,2700,135,279.3307946945671,280.25564480681203,279.3307946945671
10:33:13.663,2800,140,286.22089046394876,284.46676191007003,286.22089046394876
10:33:13.871,2900,145,292.27797033137153,291.61851499785905,292.27797033137153
10:33:14.081,3000,150,298.0974373773497,298.0845836546059,298.0974373773497
10:33:14.289,3100,155,303.5677620401261,302.83837557989546,303.5677620401261
10:33:14.496,3200,160,308.6955189303397,309.82053984239354,308.6955189303397
10:33:14.707,3300,165,313.6012108045405,311.6702554323333,313.6012108045405
10:33:14.921,3400,170,318.2669299586194,320.0734339677076,318.2669299586194
10:33:15.140,3500,175,322.71957099345593,321.1134141410397,322.71957099345593
10:33:15.355,3600,180,326.7534901093288,326.1951891560178,326.7534901093288
10:33:15.565,3700,185,330.3898678217706,331.13204821543786,330.3898678217706
10:33:15.780,3800,190,333.7988504514143,333.854413835495,333.7988504514143
10:33:15.989,3900,195,336.78940306853343,336.45312574344337,336.78940306853343
10:33:16.214,4000,200,339.66985314845584,337.9713828475303,339.66985314845584
10:33:16.426,4100,205,342.0655276333273,340.81911037054925,342.0655276333273
10:33:16.636,4200,210,344.12303958285713,342.989189864386,344.12303958285713
10:33:16.849,4300,215,345.89443342900313,344.7361041808691,345.89443342900313
10:33:17.059,4400,220,347.3367027478055,345.35895431186174,347.3367027478055
10:33:17.269,4500,225,348.46187202151737,348.15981099380366,348.46187202151737
10:33:17.484,4600,230,349.2986034257342,349.2210294009263,349.2986034257342
10:33:17.710,4700,235,349.82801561524843,349.7219252399155,349.82801561524843
10:33:17.920,4800,240,349.99948177481934,350.84089221218267,349.99948177481934
10:33:18.133,4900,245,346.98188185691833,345.4757937265402,349.99948177481934
10:33:18.340,5000,250,343.879474401474,343.45003120435746,349.99948177481934
10:33:18.549,5100,255,340.74262380599976,340.1255911067027,349.99948177481934
10:33:18.756,5200,260,337.63816356658936,337.46202019346765,349.99948177481934
10:33:18.969,5300,265,334.44636702537537,333.65399208464515,349.99948177481934
10:33:19.178,5400,270,331.3012909889221,332.712033874102,349.99948177481934
10:33:19.395,5500,275,328.0551028251648,329.7774788385051,349.99948177481934
10:33:19.608,5600,280,324.86278772354126,323.0608992840463,349.99948177481934
10:33:19.824,5700,285,321.6195785999298,322.13263254515886,349.99948177481934
10:33:20.034,5800,290,318.4627616405487,317.05702311046025,349.99948177481934
10:33:20.250,5900,295,315.22454142570496,314.64393959024835,349.99948177481934
10:33:20.461,6000,300,312.0619201660156,314.0303319336156,349.99948177481934
10:33:20.676,6100,305,308.8435232639313,308.4702090911231,349.99948177481934
10:33:20.887,6200,310,305.67044496536255,305.3646812725729,349.99948177481934
10:33:21.096,6300,315,302.5407826900482,303.96915912876426,349.99948177481934
10:33:21.318,6400,320,299.2134380340576,297.58746735906146,349.99948177481934
10:33:21.545,6500,325,295.79835295677185,296.94382783436123,349.99948177481934
10:33:21.765,6600,330,292.5017821788788,290.9116915707466,349.99948177481934
10:33:21.973,6700,335,289.3766117095947,288.05813489931023,349.99948177481934
10:33:22.194,6800,340,286.0640227794647,287.2695268347043,349.99948177481934
10:33:22.419,6900,345,282.68895983695984,281.8015189951426,349.99948177481934
10:33:22.639,7000,350,279.3920063972473,278.51913213073385,349.99948177481934
10:33:22.848,7100,355,276.25709772109985,274.7849830902447,349.99948177481934
10:33:23.066,7200,360,272.9829931259155,274.09303199473266,349.99948177481934
10:33:23.292,7300,365,269.5893657207489,270.52052306328113,349.99948177481934
10:33:23.507,7400,370,266.3682007789612,265.29906880437665,349.99948177481934
10:33:23.725,7500,375,263.0957019329071,261.4996545777991,349.99948177481934
10:33:23.953,7600,380,259.68897819519043,261.38022480918283,349.99948177481934
10:33:24.177,7700,385,256.31563901901245,257.0087452282829,349.99948177481934
10:33:24.388,7800,390,253.15085411071777,251.9627761464932,349.99948177481934
10:33:24.611,7900,395,249.80667233467102,249.63665867883677,349.99948177481934
10:33:24.827,8000,400,246.56626343727112,247.2013596579873,349.99948177481934
10:33:25.044,8100,405,243.3212411403656,243.45628405195438,349.99948177481934
10:33:25.252,8200,410,240.1981770992279,238.97098067584764,349.99948177481934
10:33:25.467,8300,415,236.97361826896667,235.07322305034793,349.99948177481934
10:33:25.679,8400,420,233.7996745109558,235.19852344081127,349.99948177481934
10:33:25.888,8500,425,230.66451907157898,229.1517792662378,349.99948177481934
10:33:26.098,8600,430,227.50463008880615,228.83026878501113,349.99948177481934
10:33:26.318,8700,435,224.20065641403198,222.97726127390453,349.99948177481934
10:33:26.530,8800,440,221.0336685180664,220.29424249560617,349.99948177481934
10:33:26.738,8900,445,217.9012167453766,219.1634879923737,349.99948177481934
10:33:26.954,9000,450,214.67331051826477,214.59379507314674,349.99948177481934
10:33:27.170,9100,455,211.42173290252686,210.83261866926594,349.99948177481934
10:33:27.383,9200,460,208.22661757469177,206.77630264639518,349.99948177481934
10:33:27.591,9300,465,205.10988354682922,204.63407833720066,349.99948177481934
10:33:27.807,9400,470,201.8789768218994,203.00478947867933,349.99948177481934
10:33:28.020,9500,475,198.68070721626282,198.92786045929606,349.99948177481934
10:33:28.236,9600,480,195.44285893440247,193.9935299190277,349.99948177481934
10:33:28.446,9700,485,192.28469371795654,192.02214490121125,349.99948177481934
10:33:28.660,9800,490,189.07054543495178,190.92583403778144,349.99948177481934
10:33:28.878,9900,495,185.80947637557983,184.48516056900027,349.99948177481934
10:33:29.095,10000,500,182.55454421043396,183.37111853646147,349.99948177481934
10:33:29.302,10100,505,179.44005608558655,177.80458444184785,349.99948177481934
10:33:29.515,10200,510,176.24707221984863,176.9291453973679,349.99948177481934
10:33:29.726,10300,515,173.08448672294617,173.6993879800717,349.99948177481934
10:33:29.944,10400,520,169.8127818107605,168.68833218702318,349.99948177481934
10:33:30.165,10500,525,166.50503158569336,165.67453219796357,349.99948177481934
10:33:30.375,10600,530,163.35384726524353,162.32194335508837,349.99948177481934
10:33:30.585,10700,535,160.2053737640381,161.6870528153661,349.99948177481934
10:33:30.802,10800,540,156.9449806213379,155.20636484045022,349.99948177481934
10:33:31.019,10900,545,153.6954414844513,153.89610691122073,349.99948177481934
10:33:31.235,11000,550,150.45554399490356,151.57721209145788,349.99948177481934
10:33:31.455,11100,555,147.15712785720825,146.3705833400497,349.99948177481934
10:33:31.663,11200,560,144.0299153327942,144.0544897034753,349.99948177481934
10:33:31.873,11300,565,140.88204264640808,139.47057338315048,349.99948177481934
10:33:32.091,11400,570,137.60778784751892,136.04194036849466,349.99948177481934
10:33:32.309,11500,575,134.34972286224365,132.48135037125968,349.99948177481934
10:33:32.519,11600,580,131.18956923484802,131.25061714016846,349.99948177481934
10:33:32.733,11700,585,127.98919677734375,129.21784787868407,349.99948177481934
10:33:32.947,11800,590,124.7672986984253,123.17457554945753,349.99948177481934
10:33:33.158,11900,595,121.60756349563599,122.38314391349121,349.99948177481934
10:33:33.367,12000,600,118.47117066383362,120.0611910362988,349.99948177481934
10:33:33.578,12100,605,115.31279802322388,113.78650182582251,349.99948177481934
10:33:33.789,12200,610,112.14338183403015,113.65835659979794,349.99948177481934
10:33:34.002,12300,615,108.94192934036255,107.39297725619161,349.99948177481934
10:33:34.210,12400,620,105.82392930984497,104.19509471133902,349.99948177481934
10:33:34.428,12500,625,102.55128026008606,103.1320934579156,349.99948177481934
10:33:34.646,12600,630,99.2933976650238,100.23286742943755,349.99948177481934
10:33:34.856,12700,635,96.13688468933105,97.92898200974824,349.99948177481934
10:33:35.072,12800,640,92.89424777030945,93.32700933403714,349.99948177481934
10:33:35.283,12900,645,89.7347342967987,90.17431734655166,349.99948177481934
10:33:35.497,13000,650,86.5290904045105,88.04922028820188,349.99948177481934
10:33:35.710,13100,655,83.33158254623413,83.06183584498896,349.99948177481934
10:33:35.921,13200,660,80.16764521598816,81.71742391949236,349.99948177481934
10:33:36.133,13300,665,76.97699308395386,78.54469541836542,349.99948177481934
10:33:36.346,13400,670,73.78884077072144,75.66699461430395,349.99948177481934
10:33:36.562,13500,675,70.55091738700867,68.78403614570922,349.99948177481934
10:33:36.779,13600,680,67.29268074035645,68.57064062761113,349.99948177481934
